Flight Information:
Launch Date:            	                       	Wednesday, 10 June 2020	   	                   	Launch Time: 	           	17:05:54    	     	End of Ascent:	     	           	01:25:06
Station name:           	                       	                       	   	                   	Serialnumber:	           	17045707
Ground values:
Pressure:               	                       	1025.5 hPa             	   	                   	Temperature: 	           	13.9 °C     	     	Humidity:     	     	           	77 %
Wind Direction:         	                       	315 °                  	   	                   	Wind Speed:  	           	0 m/s       	     	Cloud group:  	     	           	9////
Position:
Longitude:              	                       	-113.985 °             	   	                   	Latitude:    	           	46.860 °    	     	Altitude:     	     	           	978 m
Staff:
Company:                	                       	
Operator:               	                       	                       	   	                   	
Events:
Highest Point:          	                       	16.3 hPa               	   	                   	28998 m
Tropopauses:            	                       	1.: 225.0 hPa          	   	                   	             	           	
Max Winds:              	                       	                       	   	                   	             	           	
Remarks:

Profile Data:
Time                    	P                      	T                      	Hu 	Ws                 	Wd           	Long.      	Lat.        	Alt  	Geopot        	Dewp.	Virt. Temp 	Rs      	D
[sec]                   	[hPa]                  	[°C]                   	[%]	[m/s]              	[°]          	[°]        	[°]         	[m]  	[m]           	[°C] 	[°C]       	[m/s]   	[kg/m3]
4421                    	30.3                   	-51.4                  	3  	12.3               	098          	-113.581774	46.770506   	24957	24863         	-76.3	-51.4      	5.9     	0.047574
4422                    	30.2                   	-51.4                  	3  	12.4               	098          	-113.581934	46.770527   	24963	24868         	-76.3	-51.4      	5.9     	0.047529
4423                    	30.2                   	-51.4                  	3  	12.4               	098          	-113.582094	46.770548   	24969	24874         	-76.3	-51.4      	5.9     	0.047485
4424                    	30.2                   	-51.4                  	3  	12.4               	099          	-113.582253	46.770569   	24975	24880         	-76.3	-51.4      	5.9     	0.047440
4425                    	30.2                   	-51.4                  	3  	12.4               	099          	-113.582413	46.770589   	24981	24886         	-76.3	-51.4      	5.9     	0.047395
4426                    	30.1                   	-51.4                  	3  	12.4               	099          	-113.582573	46.770610   	24986	24892         	-76.3	-51.4      	5.9     	0.047351
4427                    	30.1                   	-51.4                  	3  	12.5               	100          	-113.582733	46.770631   	24992	24898         	-76.3	-51.4      	5.9     	0.047306
4428                    	30.1                   	-51.4                  	3  	12.5               	100          	-113.582893	46.770652   	24998	24904         	-76.3	-51.4      	5.9     	0.047261
4429                    	30.1                   	-51.4                  	3  	12.5               	100          	-113.583052	46.770672   	25004	24909         	-76.3	-51.4      	5.9     	0.047217
4430                    	30.0                   	-51.4                  	3  	12.5               	100          	-113.583212	46.770693   	25010	24915         	-76.3	-51.3      	5.9     	0.047172
4431                    	30.0                   	-51.3                  	3  	12.5               	101          	-113.583372	46.770714   	25016	24921         	-76.3	-51.3      	5.9     	0.047128
4432                    	30.0                   	-51.3                  	3  	12.5               	101          	-113.583532	46.770735   	25022	24927         	-76.2	-51.3      	5.9     	0.047084
4433                    	29.9                   	-51.3                  	3  	12.5               	101          	-113.583692	46.770756   	25028	24933         	-76.2	-51.3      	5.9     	0.047040
4434                    	29.9                   	-51.3                  	3  	12.5               	101          	-113.583851	46.770776   	25034	24939         	-76.2	-51.3      	5.9     	0.046996
4435                    	29.9                   	-51.3                  	3  	12.5               	101          	-113.584011	46.770797   	25040	24944         	-76.2	-51.3      	5.9     	0.046953
4436                    	29.9                   	-51.3                  	3  	12.5               	102          	-113.584185	46.770821   	25045	24950         	-76.2	-51.3      	5.9     	0.046909
4437                    	29.8                   	-51.3                  	3  	12.5               	102          	-113.584364	46.770847   	25051	24956         	-76.2	-51.3      	5.9     	0.046866
4438                    	29.8                   	-51.3                  	3  	12.5               	102          	-113.584542	46.770872   	25057	24962         	-76.2	-51.3      	5.9     	0.046822
4439                    	29.8                   	-51.3                  	3  	12.5               	102          	-113.584720	46.770898   	25063	24968         	-76.2	-51.3      	5.9     	0.046779
